Unnamed: 0,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU),Star Radius (AU),Star Age (Gyr)
38,alf Ari b,b,alf Ari,6.743822141799098,0.25,86.90317161570154,13.4,1.31,762.9332768471257,1.5145579624567728e-10,0.929351482842503,3.184,1.5,4553.0,1.934,13.9,4.0,-0.16,20.21019,49.48,240.4100663,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,Radial Velocity,2010,2011-05,1,1,0,0,31.793286,23.462421,144.57834,-36.20556,0.27,-0.213,0.0,0.2,-0.05,0.0,0.3,-0.05,0.0,2.2,-1.9,0.0,0.404367,-0.404367,0.99,-0.99,1.2,0.067389007,3.628873693012116
39,Kepler-370 c,c,Kepler-370,0.3324749152826433,0.0,88.73,1.91,3.4,730.522648283816,1.4274049288374643e-16,4.503827160493827,3.418,0.98,5852.0,0.0060872065096549,0.9,0.4,0.132276,1167.94,0.828058,17.7179891,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.1710683,40.9162381,73.50995,10.94288,0.89,-0.89,0.0,0.048,-0.052,0.0,0.42,-0.42,0.0,3.2,-3.2,0.0,35.395,-35.395,0.0257265,-0.0257265,0.14,0.004363317,10.518039822492824
40,Kepler-400 b,b,Kepler-400,0.155148245796776,0.0,89.97,1.65,4.11,1053.6143624982792,6.793661204185699e-15,2.058601134215501,3.128,1.08,5886.0,0.152,1.15,3.63,0.08436,845.97,2.713985,4.907312,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.9444679,40.4800528,72.6919,11.58428,0.3,-0.3,0.0,0.04,-0.037,0.0,0.21,-0.21,0.0,1.58,-1.77,0.0,4.416,-4.3245000000000005,0.0301566,-0.0301566,0.087,0.0055753494999999,8.249746644799178
41,Kepler-221 b,b,Kepler-221,0.0495036675076477,0.0,85.58,1.71,3.92,1215.2287970832142,308.885,4.348750743604997,2.064,0.816,5243.0,-0.404288558129212,0.82,4.57,0.0616056,385.231,2.56708,3.4874398,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.6547477,46.8352242,80.37293,10.80167,0.17,-0.17,0.0,0.033,-0.033,0.0,0.07,-0.07,0.0,3.67,-2.65,0.0,2.8335,-2.8335,0.0189485,-0.0189485,0.037,0.0039754666,16.625495706656082
42,Kepler-367 c,c,Kepler-367,0.971776328282746,0.0,89.16,1.2,5.95,382.963446035709,3.761,3.024574669187146,5.236,0.677,4710.0,-0.616711670336351,0.69,2.29,0.197365,188.027,5.2896,29.4711891,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,297.292558,49.9817499,83.40326,11.92128,0.16,-0.16,0.0,0.018,-0.018,0.0,0.04,-0.04,0.0,1.99,-0.822,0.0,0.86,-0.854,0.0240574,-0.0240574,0.253,0.0033452097,26.5172405479824
43,Kepler-393 c,c,Kepler-393,0.2494133587892879,0.0,89.77,1.33,5.44,1016.5326067604556,2.1572398442573893e-14,0.9288489813064486,5.401,1.21,6189.0,0.523936006688838,1.38,2.15,0.0321802,881.404,1.10585,11.3914196,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.995205,45.192188,77.06756,13.57678,0.31,-0.31,0.0,0.076,-0.062,0.0,0.26,-0.26,0.0,0.42,-0.42,0.0,14.022,-13.598,0.0176397,-0.0176397,0.124,0.0066904194,6.209213230591553
44,Kepler-304 c,c,Kepler-304,0.0881506491017829,0.0,88.47,2.17,2.88,832.6313216750106,73.598,9.89056920814955,1.114,0.8,4731.0,-0.661600287137952,0.69,2.09,0.05,434.684,2.2721,3.5575792,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.4418031,40.5575408,73.9863,9.2491,0.15,-0.15,0.0,0.02,-0.026,0.0,0.04,-0.04,0.0,1.63,-0.66,0.0,5.295,-5.171,0.0274817,-0.0274817,0.054,0.0033452097,17.469281074217104
45,Kepler-360 b,b,Kepler-360,0.0594972757024226,0.0,89.73,1.65,4.11,1462.7476154864742,415.434,2.4230153079387677,2.312,0.95,6053.0,-0.132359712640031,1.06,3.4,0.16,876.044,1.11282,2.9201022,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,286.2847077,44.7815817,75.2999,16.46655,0.78,-0.78,0.0,0.04,-0.05,0.0,0.5,-0.5,0.0,1.9,-1.9,0.0,15.581,-15.054,0.0198052,-0.0198052,0.044,0.0051390178,11.368181186539106
46,Kepler-243 c,c,Kepler-243,0.36903991259892,0.0,88.43,1.99,3.22,626.0415820447226,21.72,5.612386621315193,1.319,0.83,5228.0,-0.373373174896547,0.84,3.5,0.01,693.86,1.41254,4.790524,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1104819,42.0339619,72.31271,16.2214,0.97,-0.97,0.0,0.037,-0.041,0.0,0.4,-0.4,0.0,3.8,-3.8,0.0,9.796,-9.532,0.01992,-0.01992,0.142,0.0040724292,15.93326462326758
47,Kepler-261 c,c,Kepler-261,0.4136325551669125,0.0,87.52,2.0,3.2,564.8370915696446,14.512,6.409229290177855,2.761,0.876,5098.0,-0.471004157407032,0.79,3.98,0.162108,317.499,3.12078,15.3709068,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.3647333,37.609239,70.2185,10.02041,0.14,-0.14,0.0,0.03,-0.03,0.0,0.05,-0.05,0.0,3.1,-2.09,0.0,1.756,-1.737,0.0171975,-0.0171975,0.156,0.0038300227,13.923221574908789
48,Kepler-327 d,d,Kepler-327,0.2205030968792811,0.0,88.5,1.73,3.86,436.4336309952376,7.59,12.465222823823408,1.408,0.591913,3799.0,-1.25963731050576,0.49,3.02,-0.2,241.987,4.10372,13.4055879,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.6422963,44.0876251,76.56618,12.0424,0.1,-0.1,0.0,0.020356,-0.020356,0.0,0.02,-0.02,0.0,4.53,-1.46,0.0,1.469,-1.469,0.0248989,-0.0248989,0.09,0.0023755837,37.098410643096585
49,Kepler-136 b,b,Kepler-136,0.197617509979231,0.0,89.33,2.05,12.6,1083.226218224521,8.431358974442581e-14,2.305898491083676,2.855,1.204,6165.0,0.466784014324946,1.35,2.75,0.0001994,420.818,2.34776,3.4480292,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.4673039,42.5987984,76.53433,8.8879,0.38,-0.38,0.0,0.043,-0.043,0.0,0.25,-0.25,0.0,0.818,-1.08,0.0,4.389,-4.3,0.0243444,-0.0243444,0.106,0.0065449755,6.286859904420284
50,Kepler-122 d,d,Kepler-122,0.3689483206263277,0.0,89.99,2.2,2.83,835.6830074208375,8.179059181642511e-15,3.2518140284869665,4.683,1.08,6050.0,0.269932092903144,1.22,3.89,-0.06,1027.45,0.944664,7.6868732,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.1118647,39.9490248,72.26222,11.23653,0.44,-0.44,0.0,0.06,-0.057,0.0,0.24,-0.24,0.0,1.6,-1.82,0.0,19.32,-18.64,0.0178357,-0.0178357,0.155,0.0059147186,8.249746644799178
51,Kepler-157 c,c,Kepler-157,0.226970184254646,0.0,89.56,2.24,2.76,874.1163369342967,4.871522508523097e-15,4.639053254437871,4.514,1.02,5774.0,0.0911704880896636,1.04,4.07,-0.0593304,773.713,1.2638,4.9310532,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.0972257,38.8756049,71.27591,10.77283,0.43,-0.43,0.0,0.042,-0.043,0.0,0.2,-0.2,0.0,2.31,-2.11,0.0,10.485,-10.485,0.0173802,-0.0173802,0.11,0.0050420552,9.516989071286758
52,Kepler-147 c,c,Kepler-147,0.5907559023157063,0.0,85.15,2.43,2.48,772.1877260638763,1.2588654233365947e-14,2.732611411911704,7.293,1.14,6012.0,0.427327845165214,1.47,4.47,0.07,1042.02,0.931192,8.1468003,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.9757213,39.087168,70.40788,13.05555,0.49,-0.49,0.0,0.079,-0.057,0.0,0.29,-0.29,0.0,1.26,-1.36,0.0,25.965,-25.965,0.0237233,-0.0237233,0.216,0.0071267511,7.20672369638115
53,Kepler-239 b,b,Kepler-239,0.2114546970275848,0.0,89.91,2.33,2.62,684.3090382845459,34.746,9.39906509695291,2.899,0.757,4914.0,-0.474887914939898,0.76,3.31,0.09,648.109,1.51499,21.4588733,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.2020505,40.6633313,73.99484,9.45945,0.15,-0.15,0.0,0.019,-0.019,0.0,0.04,-0.04,0.0,2.25,-1.53,0.0,13.332,-13.332,0.0314827,-0.0314827,0.095,0.0036845788,20.056737994149003
54,Kepler-200 b,b,Kepler-200,0.1436156641641048,0.0,87.84,2.13,2.95,958.2668223134176,5.609662547243866e-16,5.134563150746946,3.534,0.98,5678.0,0.0077767868794025,0.94,6.3,-0.006,665.912,1.47291,9.4976398,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,284.4099503,41.2374928,71.33871,16.40754,0.41,-0.41,0.0,0.042,-0.045,0.0,0.16,-0.16,0.0,1.5,-1.5,0.0,7.1445,-7.1445,0.0159896,-0.0159896,0.08,0.0045572422,10.518039822492824
55,Kepler-243 b,b,Kepler-243,0.1064702702483684,0.0,88.81,2.45,2.45,947.4395449924956,115.505,8.506944444444446,2.484,0.83,5228.0,-0.373373174896547,0.84,3.5,0.01,693.86,1.41254,4.790524,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1104819,42.0339619,72.31271,16.2214,1.16,-1.16,0.0,0.037,-0.041,0.0,0.4,-0.4,0.0,3.8,-3.8,0.0,9.796,-9.532,0.01992,-0.01992,0.062,0.0040724292,15.93326462326758
56,Kepler-254 b,b,Kepler-254,0.1054892865399425,0.0,89.88,3.87,1.36,1105.937131930769,184.341,18.085859195749304,3.032,0.93,5957.0,-0.124910074118346,0.91,0.3,0.16,1389.48,0.691346,17.5272684,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,288.1646541,45.8164257,76.8224,15.64277,1.85,-1.85,0.0,0.043,-0.052,0.0,0.43,-0.43,0.0,2.7,-2.7,0.0,75.41,-68.16,0.0362794,-0.0362794,0.064,0.0044117983,11.98926690635247
57,Kepler-172 c,c,Kepler-172,0.1114148904059655,0.0,83.26,2.86,2.01,1084.2774668534369,227.225,7.012688614540465,3.389,1.0,5526.0,-0.0318708419752236,1.08,6.46,0.23,828.592,1.17846,4.571919,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.3684093,41.821839,71.60688,17.34751,0.53,-0.53,0.0,0.042,-0.041,0.0,0.19,-0.19,0.0,3.14,-3.69,0.0,18.482,-17.707,0.0261462,-0.0261462,0.068,0.0052359804,10.0
58,Kepler-299 c,c,Kepler-299,0.1193892229919681,0.0,78.69,2.65,2.22,1060.830864118906,198.554,6.619379771891789,4.009,0.95,5617.0,-0.0435217168110032,1.03,0.4,-0.01,1052.24,0.921755,9.9396276,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.2070156,48.5805222,78.26193,19.77727,0.63,-0.63,0.0,0.033,-0.035,0.0,0.21,-0.21,0.0,3.0,-3.0,0.0,26.76,-25.48,0.023404,-0.023404,0.07,0.0049935739,11.368181186539106
59,Kepler-278 c,c,Kepler-278,0.9642510970278138,0.51,89.07,3.59,1.5,777.069208624721,1.0099501747371925e-13,1.4910569670044886,11.315,1.079,4991.0,0.619720693798145,2.94,7.76,0.271315,443.03,2.2289,9.3313383,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.1072124,38.7022694,70.77221,11.39023,0.43,-0.43,0.0,0.069,-0.069,0.0,0.07,-0.07,0.0,2.0,-1.67,0.0,6.2675,-6.2675,0.0316849,-0.0316849,0.294,0.0142535022,8.268874267205813
60,Kepler-339 d,d,Kepler-339,0.1784713540931269,0.0,89.23,1.17,50.4,822.0191880034469,58.651,2.13890625,3.41,0.934,5631.0,-0.313223099288419,0.8,4.37,0.033,616.637,1.5932,7.785265,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,293.351701,48.4445922,80.80071,13.51572,0.53,-0.53,0.0,0.037,-0.037,0.0,0.36,-0.36,0.0,5.32,-2.67,0.0,9.3395,-9.3395,0.0243713,-0.0243713,0.091,0.003878504,11.861314176314233
61,Kepler-397 b,b,Kepler-397,0.373725200182034,0.0,89.33,2.46,2.44,604.2064187737318,20.01,10.20678023275426,1.689,0.844,5307.0,-0.376,0.77,5.25,-0.24,969.0,2.713985,5.1794612,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.8940373,42.3805156,76.13477,9.15365,21.32,-21.32,0.0,0.032,-0.032,0.0,0.07,-0.07,0.0,4.13,-2.99,0.0,44.634,-40.997,0.0301566,-0.0301566,0.144,0.0037330601,15.28072230605038
62,Kepler-399 b,b,Kepler-399,0.2186917685143098,0.0,89.98,0.96,5.22,696.0309644368708,35.63,1.9930795847750864,3.686,0.902,5502.0,-0.418,0.68,3.98,0.14,740.537,0.734116542345941,9.2584978,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,299.5017242,40.6707669,75.99132,5.96067,0.51,-0.51,0.0,0.065,-0.033,0.0,0.36,-0.36,0.0,4.69,-2.29,0.0,4.416,-4.3245000000000005,0.107567681176413,-0.107567681176413,0.103,0.0032967284,12.941471377434883
63,HD 219415 b,b,HD 219415,35.96705142292852,0.4,86.90317161570154,13.8,0.665,225.9140173463402,7.26818468243408e-13,22.64447086801427,3.184,1.0,4820.0,0.62,2.9,7.233,-0.04,165.184,6.02516,13.2231256,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,Radial Velocity,2012,2012-09,0,0,0,0,348.7243579,56.7303001,109.94232,-3.6869,0.27,-0.213,0.0,0.1,-0.1,0.0,0.4,-0.4,0.0,2.295,-2.295,0.0,0.895,-0.895,0.0325539,-0.0325539,3.2,0.014059577,10.0
64,HD 207832 c,c,HD 207832,19.891008929300416,0.27,86.90317161570154,14.0,0.465,183.5196348949464,1.1744270715967736e-11,241.9753086419753,3.184,0.94,5710.0,-0.112,0.9,1.36,0.14,58.9291,16.9408,192.6495672,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,Radial Velocity,2012,2012-09,1,1,2,0,328.1517893,-26.0271749,24.00289,-50.21556,0.27,-0.213,0.0,0.1,-0.05,0.0,0.06,-0.05,0.0,1.26,-1.26,0.0,0.156,-0.1552,0.0444741,-0.0444741,2.112,0.004363317,11.672943031448549
65,WASP-176 b,b,WASP-176,0.0671673388788113,0.0,86.7,16.87,0.31,1756.8449976044246,6.103638719429269e-14,76.4039034604956,5.1528,1.34,5941.0,0.616534378594888,1.93,4.81,0.164,568.42,1.73126,7.9298352,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,Transit,2020,2020-06,0,0,0,0,313.6872928,9.1790688,56.66204,-22.17916,0.56,-0.504,0.0,0.08,-0.13,0.0,0.05,-0.04,0.0,0.191,-0.191,0.0,11.93,-11.458,0.035904,-0.035904,0.0535,0.0093568909,4.811029324912898
66,NGTS-17 b,b,NGTS-17,0.0480999825226494,0.0,86.90317161570154,13.899,0.5,1628.4881354834874,7.129322948880618e-15,107.58643406103806,3.391,1.02,5650.0,0.241200700353306,1.34,9.22,0.15,1040.28,0.932059,11.8138267,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,72.9005729,-34.2262128,236.48794,-38.60499,1.233,-1.233,0.0,0.03,-0.03,0.0,0.12,-0.12,0.0,1.41,-1.4,0.0,22.05,-21.16,0.0198214,-0.0198214,0.0391,0.0064964942,9.516989071286758
67,HAT-P-2 c,c,HAT-P-2,8500.0,0.37,90.0,12.4,9.8,801.5206150638595,1.2543304701224825e-12,76.68613744454021,3.184,1.33,6412.0,0.640216307229067,1.416,1.44,0.0535135,127.774,7.79749,30.9650963,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,Radial Velocity,2023,2023-10,2,5,2,0,245.1514324,41.0479601,65.02085,45.2323,0.27,-0.213,0.0,0.03,-0.03,0.0,0.04,-0.062,0.0,0.47,-0.47,0.0,0.425,-0.423,0.0257663,-0.0257663,0.1028,0.0068649520799999,4.901972805269489
68,NGTS-25 b,b,NGTS-25,0.0503392523000241,0.0,89.34,11.467,0.74,1233.3852552494704,1.1744270715967736e-11,177.78811384532182,2.466,0.91,5321.0,-0.292,0.86,3.49,0.12,521.233,1.89029,7.9329614,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,307.4182976,-39.0323568,2.60742,-35.06443,0.392,-0.583,0.0,0.03,-0.04,0.0,0.02,-0.05,0.0,3.49,-3.37,0.0,8.367,-8.112001,0.0300914,-0.0300914,0.0388,0.0041693918,12.658916033352472
69,NGTS-27 b,b,NGTS-27,0.0572124133368955,0.0,86.2,15.648,0.266,1767.9345779960272,1.8523329402677482e-14,78.15758690031599,4.888,1.07,5700.0,0.514,1.77,7.9,0.0,942.122,1.0334,20.5033622,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,Transit,2024,2024-04,0,0,0,0,206.0265266,-32.5229747,315.62348,29.04746,0.426,-0.392,0.0,0.06,-0.06,0.0,0.03,-0.03,0.0,0.8,-0.8,0.0,29.592,-27.874,0.0321025,-0.0321025,0.0446,0.0085811901,8.443850895673538
70,WASP-4 b,b,WASP-4,0.0230193629972832,0.0,89.06,14.807,0.612,1668.4249435623065,1188.62185446373,276.79238606236584,2.12832,0.86,5400.0,-0.178970688286199,0.89,7.0,-0.07,267.206,3.71451,88.072915,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,Transit,2007,2008-03,13,1,0,0,353.5629149,-42.0617794,344.4924,-68.29575,0.437,-0.437,0.0,0.08,-0.09,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,3.771,-3.67,0.0517115,-0.0517115,0.0226,0.0043148357,14.57987739365041
71,TOI-1693 b,b,TOI-1693,0.0304961129208764,0.0,86.90317161570154,1.41,5.04,777.2142761217899,57.0208083739738,9.395557655954631,1.41966821621713,0.49,3499.0,-1.55409391912513,0.46,4.0,0.02,30.7947,32.4443,28.8738864,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,Transit,2022,2022-02,0,0,0,0,90.3083455,34.7730904,176.63155,5.80798,0.1,-0.1,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,0.0391,-0.0391,0.0409149,-0.0409149,0.0226,0.0022301398,59.49901826619861
72,NGTS-1 b,b,NGTS-1,0.0469689037287599,0.016,85.27,14.908,0.42,806.2012022214661,65.3,684.0519052016006,1.23,0.62,3916.0,-1.15326026951547,0.57,4.0,0.0,218.121,4.55577,51.9692576,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,Transit,2017,2018-04,0,0,0,0,82.7142134,-36.6309812,241.19241,-31.20101,6.837,-3.699,0.0,0.02,-0.06,0.0,0.08,-0.08,0.0,2.2,-1.9,0.0,1.037,-1.037,0.0216342,-0.0216342,0.0326,0.0027634340999999,33.038534599425205
73,TOI-1288 c,c,TOI-1288,7.09773725220572,0.0,86.90317161570154,11.1,0.344,251.27162317462145,1.1744270715967736e-11,133.69140625,3.184,0.96,5388.0,-0.155,0.96,6.5,0.257,114.865,8.67701,81.1093421,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Radial Velocity,2022,2022-12,0,0,0,0,313.1670294,65.6087833,101.44251,13.28607,0.27,-0.213,0.0,0.03,-0.03,0.0,0.02,-0.02,0.0,2.6,-2.5,0.0,0.322,-0.321,0.024177,-0.024177,1.07,0.0046542048,11.07444364322545
74,NGTS-24 b,b,NGTS-24,0.0586810486084766,0.0,82.61,13.608,0.36,1676.676519667457,3.057629286895659e-14,68.84951814396194,2.929,1.26,5820.0,0.446,1.64,4.77,0.27,683.062,1.43538,0.8338485,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,168.5638892,-37.9101328,282.5716,21.0893,0.65,-0.695,0.0,0.05,-0.21,0.0,0.03,-0.09,0.0,3.56,-0.91,0.0,11.048,-10.709,0.0231355,-0.0231355,0.0479,0.0079509332,5.611431131108263
75,TOI-3261 b,b,TOI-3261,0.0152036151979091,0.0,87.8,3.82,3.0,1757.1659976659364,1466.0,20.197093425605537,1.618,0.86,5068.0,-0.367,0.85,6.5,0.138,300.141,3.30283,61.0341648,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,Transit,2024,2024-07,0,0,0,0,47.7285242,-73.531972,290.69769,-40.1114,0.42,-0.35,0.0,0.02,-0.03,0.0,0.02,-0.02,0.0,2.1,-2.1,0.0,1.082,-1.074,0.0118782,-0.0118782,0.01714,0.0041209105,14.57987739365041
76,NGTS-15 b,b,NGTS-15,0.058481722441642,0.0,86.90317161570154,12.33,0.74,1279.6837803839578,425.0,168.4530747922438,2.504,0.99,5600.0,-0.0857095856200532,0.95,3.28,0.15,786.485,1.2425,5.8370032,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,73.3553101,-32.8003484,234.7828,-37.98373,1.121,-1.121,0.0,0.03,-0.03,0.0,0.08,-0.08,0.0,4.23,-3.56,0.0,10.685,-10.408,0.0169234,-0.0169234,0.0441,0.0046057235,10.254441539222652
77,TOI-2803 A b,b,TOI-2803 A,0.0337469876085505,0.0,89.0,18.114,0.287,1937.010890266492,4.389535036716696e-14,209.99487744000004,3.091,1.12,6280.0,0.336,1.25,3.7,-0.105,494.818,1.99238,11.9033141,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,93.1147397,-23.4924956,230.37429,-18.65813,0.381,-0.359,0.0,0.06,-0.05,0.0,0.02,-0.02,0.0,1.5,-1.3,0.0,6.647,-6.477,0.0265953,-0.0265953,0.03185,0.0060601625,7.532774095368845
