Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Star Age (Gyr)
Kepler-243 c,c,Kepler-243,0.36903991259892,0.0,88.43,1.99,3.22,626.0415820447226,21.72,5.612386621315193,1.319,0.83,5228.0,-0.373373174896547,0.84,3.5,0.01,693.86,1.41254,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1104819,42.0339619,72.31271,16.2214,0.97,-0.97,0.0,0.0,0.4,-0.4,0.0,3.8,-3.8,0.0,15.93326462326758
Kepler-261 c,c,Kepler-261,0.4136325551669125,0.0,87.52,2.0,3.2,564.8370915696446,14.512,6.409229290177855,2.761,0.876,5098.0,-0.471004157407032,0.79,3.98,0.162108,317.499,3.12078,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.3647333,37.609239,70.2185,10.02041,0.14,-0.14,0.0,0.0,0.05,-0.05,0.0,3.1,-2.09,0.0,13.923221574908789
Kepler-327 d,d,Kepler-327,0.2205030968792811,0.0,88.5,1.73,3.86,436.4336309952376,7.59,12.465222823823408,1.408,0.591913,3799.0,-1.25963731050576,0.49,3.02,-0.2,241.987,4.10372,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.6422963,44.0876251,76.56618,12.0424,0.1,-0.1,0.0,0.0,0.02,-0.02,0.0,4.53,-1.46,0.0,37.098410643096585
Kepler-136 b,b,Kepler-136,0.197617509979231,0.0,89.33,2.05,12.6,1083.226218224521,8.431358974442582e-14,2.305898491083676,2.855,1.204,6165.0,0.466784014324946,1.35,2.75,0.0001994,420.818,2.34776,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,296.4673039,42.5987984,76.53433,8.8879,0.38,-0.38,0.0,0.0,0.25,-0.25,0.0,0.818,-1.08,0.0,6.286859904420284
Kepler-122 d,d,Kepler-122,0.3689483206263277,0.0,89.99,2.2,2.83,835.6830074208375,8.179059181642511e-15,3.2518140284869665,4.683,1.08,6050.0,0.269932092903144,1.22,3.89,-0.06,1027.45,0.944664,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.1118647,39.9490248,72.26222,11.23653,0.44,-0.44,0.0,0.0,0.24,-0.24,0.0,1.6,-1.82,0.0,8.249746644799178
Kepler-157 c,c,Kepler-157,0.226970184254646,0.0,89.56,2.24,2.76,874.1163369342967,4.871522508523097e-15,4.639053254437871,4.514,1.02,5774.0,0.0911704880896636,1.04,4.07,-0.0593304,773.713,1.2638,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.0972257,38.8756049,71.27591,10.77283,0.43,-0.43,0.0,0.0,0.2,-0.2,0.0,2.31,-2.11,0.0,9.516989071286758
Kepler-147 c,c,Kepler-147,0.5907559023157063,0.0,85.15,2.43,2.48,772.1877260638763,1.2588654233365947e-14,2.732611411911704,7.293,1.14,6012.0,0.427327845165214,1.47,4.47,0.07,1042.02,0.931192,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,287.9757213,39.087168,70.40788,13.05555,0.49,-0.49,0.0,0.0,0.29,-0.29,0.0,1.26,-1.36,0.0,7.20672369638115
Kepler-239 b,b,Kepler-239,0.2114546970275848,0.0,89.91,2.33,2.62,684.3090382845459,34.746,9.39906509695291,2.899,0.757,4914.0,-0.474887914939898,0.76,3.31,0.09,648.109,1.51499,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.2020505,40.6633313,73.99484,9.45945,0.15,-0.15,0.0,0.0,0.04,-0.04,0.0,2.25,-1.53,0.0,20.056737994149003
Kepler-200 b,b,Kepler-200,0.1436156641641048,0.0,87.84,2.13,2.95,958.2668223134176,5.609662547243866e-16,5.134563150746946,3.534,0.98,5678.0,0.0077767868794025,0.94,6.3,-0.006,665.912,1.47291,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,284.4099503,41.2374928,71.33871,16.40754,0.41,-0.41,0.0,0.0,0.16,-0.16,0.0,1.5,-1.5,0.0,10.518039822492824
Kepler-243 b,b,Kepler-243,0.1064702702483684,0.0,88.81,2.45,2.45,947.4395449924956,115.505,8.506944444444446,2.484,0.83,5228.0,-0.373373174896547,0.84,3.5,0.01,693.86,1.41254,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1104819,42.0339619,72.31271,16.2214,1.16,-1.16,0.0,0.0,0.4,-0.4,0.0,3.8,-3.8,0.0,15.93326462326758
Kepler-254 b,b,Kepler-254,0.1054892865399425,0.0,89.88,3.87,1.36,1105.937131930769,184.341,18.085859195749304,3.032,0.93,5957.0,-0.124910074118346,0.91,0.3,0.16,1389.48,0.691346,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,288.1646541,45.8164257,76.8224,15.64277,1.85,-1.85,0.0,0.0,0.43,-0.43,0.0,2.7,-2.7,0.0,11.98926690635247
Kepler-172 c,c,Kepler-172,0.1114148904059655,0.0,83.26,2.86,2.01,1084.2774668534369,227.225,7.012688614540465,3.389,1.0,5526.0,-0.0318708419752236,1.08,6.46,0.23,828.592,1.17846,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.3684093,41.821839,71.60688,17.34751,0.53,-0.53,0.0,0.0,0.19,-0.19,0.0,3.14,-3.69,0.0,10.0
Kepler-299 c,c,Kepler-299,0.1193892229919681,0.0,78.69,2.65,2.22,1060.830864118906,198.554,6.619379771891789,4.009,0.95,5617.0,-0.0435217168110032,1.03,0.4,-0.01,1052.24,0.921755,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.2070156,48.5805222,78.26193,19.77727,0.63,-0.63,0.0,0.0,0.21,-0.21,0.0,3.0,-3.0,0.0,11.368181186539106
Kepler-278 c,c,Kepler-278,0.9642510970278138,0.51,89.07,3.59,1.5,777.069208624721,1.0099501747371925e-13,1.4910569670044886,11.315,1.079,4991.0,0.619720693798145,2.94,7.76,0.271315,443.03,2.2289,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.1072124,38.7022694,70.77221,11.39023,0.43,-0.43,0.0,0.0,0.07,-0.07,0.0,2.0,-1.67,0.0,8.268874267205813
Kepler-339 d,d,Kepler-339,0.1784713540931269,0.0,89.23,1.17,50.4,822.0191880034469,58.651,2.13890625,3.41,0.934,5631.0,-0.313223099288419,0.8,4.37,0.033,616.637,1.5932,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,293.351701,48.4445922,80.80071,13.51572,0.53,-0.53,0.0,0.0,0.36,-0.36,0.0,5.32,-2.67,0.0,11.861314176314233
Kepler-397 b,b,Kepler-397,0.373725200182034,0.0,89.33,2.46,2.44,604.2064187737318,20.01,10.20678023275426,1.689,0.844,5307.0,-0.376,0.77,5.25,-0.24,969.0,2.713985,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.8940373,42.3805156,76.13477,9.15365,21.32,-21.32,0.0,0.0,0.07,-0.07,0.0,4.13,-2.99,0.0,15.28072230605038
Kepler-399 b,b,Kepler-399,0.2186917685143098,0.0,89.98,0.96,5.22,696.0309644368708,35.63,1.9930795847750864,3.686,0.902,5502.0,-0.418,0.68,3.98,0.14,740.537,0.734116542345941,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,299.5017242,40.6707669,75.99132,5.96067,0.51,-0.51,0.0,0.0,0.36,-0.36,0.0,4.69,-2.29,0.0,12.941471377434883
HD 219415 b,b,HD 219415,35.96705142292852,0.4,86.90317161570154,13.8,0.665,225.9140173463402,7.26818468243408e-13,22.64447086801427,3.184,1.0,4820.0,0.62,2.9,7.233,-0.04,165.184,6.02516,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,Radial Velocity,2012,2012-09,0,0,0,0,348.7243579,56.7303001,109.94232,-3.6869,0.27,-0.213,0.0,0.0,0.4,-0.4,0.0,2.295,-2.295,0.0,10.0
HD 207832 c,c,HD 207832,19.891008929300416,0.27,86.90317161570154,14.0,0.465,183.5196348949464,1.1744270715967736e-11,241.9753086419753,3.184,0.94,5710.0,-0.112,0.9,1.36,0.14,58.9291,16.9408,<a refstr=HAGHIGHIPOUR_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...91H/abstract target=ref> Haghighipour et al. 2012 </a>,Radial Velocity,2012,2012-09,1,1,2,0,328.1517893,-26.0271749,24.00289,-50.21556,0.27,-0.213,0.0,0.0,0.06,-0.05,0.0,1.26,-1.26,0.0,11.672943031448549
WASP-176 b,b,WASP-176,0.0671673388788113,0.0,86.7,16.87,0.31,1756.8449976044246,6.103638719429269e-14,76.4039034604956,5.1528,1.34,5941.0,0.616534378594888,1.93,4.81,0.164,568.42,1.73126,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,Transit,2020,2020-06,0,0,0,0,313.6872928,9.1790688,56.66204,-22.17916,0.56,-0.504,0.0,0.0,0.05,-0.04,0.0,0.191,-0.191,0.0,4.811029324912898
NGTS-17 b,b,NGTS-17,0.0480999825226494,0.0,86.90317161570154,13.899,0.5,1628.4881354834874,7.129322948880618e-15,107.58643406103806,3.391,1.02,5650.0,0.241200700353306,1.34,9.22,0.15,1040.28,0.932059,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,72.9005729,-34.2262128,236.48794,-38.60499,1.233,-1.233,0.0,0.0,0.12,-0.12,0.0,1.41,-1.4,0.0,9.516989071286758
HAT-P-2 c,c,HAT-P-2,8500.0,0.37,90.0,12.4,9.8,801.5206150638595,1.2543304701224825e-12,76.68613744454021,3.184,1.33,6412.0,0.640216307229067,1.416,1.44,0.0535135,127.774,7.79749,<a refstr=DE_BEURS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..136D/abstract target=ref>de Beurs et al. 2023</a>,Radial Velocity,2023,2023-10,2,5,2,0,245.1514324,41.0479601,65.02085,45.2323,0.27,-0.213,0.0,0.0,0.04,-0.062,0.0,0.47,-0.47,0.0,4.901972805269489
NGTS-25 b,b,NGTS-25,0.0503392523000241,0.0,89.34,11.467,0.74,1233.3852552494704,1.1744270715967736e-11,177.78811384532182,2.466,0.91,5321.0,-0.292,0.86,3.49,0.12,521.233,1.89029,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,307.4182976,-39.0323568,2.60742,-35.06443,0.392,-0.583,0.0,0.0,0.02,-0.05,0.0,3.49,-3.37,0.0,12.658916033352472
NGTS-27 b,b,NGTS-27,0.0572124133368955,0.0,86.2,15.648,0.266,1767.9345779960272,1.852332940267748e-14,78.15758690031599,4.888,1.07,5700.0,0.514,1.77,7.9,0.0,942.122,1.0334,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,Transit,2024,2024-04,0,0,0,0,206.0265266,-32.5229747,315.62348,29.04746,0.426,-0.392,0.0,0.0,0.03,-0.03,0.0,0.8,-0.8,0.0,8.443850895673538
WASP-4 b,b,WASP-4,0.0230193629972832,0.0,89.06,14.807,0.612,1668.4249435623065,1188.62185446373,276.79238606236584,2.12832,0.86,5400.0,-0.178970688286199,0.89,7.0,-0.07,267.206,3.71451,<a refstr=BOUMA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..217B/abstract target=ref>Bouma et al. 2019</a>,Transit,2007,2008-03,13,1,0,0,353.5629149,-42.0617794,344.4924,-68.29575,0.437,-0.437,0.0,0.0,0.03,-0.03,0.0,2.2,-1.9,0.0,14.57987739365041
TOI-1693 b,b,TOI-1693,0.0304961129208764,0.0,86.90317161570154,1.41,5.04,777.2142761217899,57.0208083739738,9.395557655954631,1.41966821621713,0.49,3499.0,-1.55409391912513,0.46,4.0,0.02,30.7947,32.4443,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,Transit,2022,2022-02,0,0,0,0,90.3083455,34.7730904,176.63155,5.80798,0.1,-0.1,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,59.49901826619861
NGTS-1 b,b,NGTS-1,0.0469689037287599,0.016,85.27,14.908,0.42,806.2012022214661,65.3,684.0519052016006,1.23,0.62,3916.0,-1.15326026951547,0.57,4.0,0.0,218.121,4.55577,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,Transit,2017,2018-04,0,0,0,0,82.7142134,-36.6309812,241.19241,-31.20101,6.837,-3.699,0.0,0.0,0.08,-0.08,0.0,2.2,-1.9,0.0,33.038534599425205
TOI-1288 c,c,TOI-1288,7.09773725220572,0.0,86.90317161570154,11.1,0.344,251.27162317462145,1.1744270715967736e-11,133.69140625,3.184,0.96,5388.0,-0.155,0.96,6.5,0.257,114.865,8.67701,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Radial Velocity,2022,2022-12,0,0,0,0,313.1670294,65.6087833,101.44251,13.28607,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.6,-2.5,0.0,11.07444364322545
NGTS-24 b,b,NGTS-24,0.0586810486084766,0.0,82.61,13.608,0.36,1676.676519667457,3.057629286895659e-14,68.84951814396194,2.929,1.26,5820.0,0.446,1.64,4.77,0.27,683.062,1.43538,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,168.5638892,-37.9101328,282.5716,21.0893,0.65,-0.695,0.0,0.0,0.03,-0.09,0.0,3.56,-0.91,0.0,5.611431131108263
TOI-3261 b,b,TOI-3261,0.0152036151979091,0.0,87.8,3.82,3.0,1757.1659976659364,1466.0,20.197093425605537,1.618,0.86,5068.0,-0.367,0.85,6.5,0.138,300.141,3.30283,<a refstr=NABBIE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240704225N/abstract target=ref>Nabbie et al. 2024</a>,Transit,2024,2024-07,0,0,0,0,47.7285242,-73.531972,290.69769,-40.1114,0.42,-0.35,0.0,0.0,0.02,-0.02,0.0,2.1,-2.1,0.0,14.57987739365041
NGTS-15 b,b,NGTS-15,0.058481722441642,0.0,86.90317161570154,12.33,0.74,1279.6837803839578,425.0,168.4530747922438,2.504,0.99,5600.0,-0.0857095856200532,0.95,3.28,0.15,786.485,1.2425,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit,2021,2021-03,0,0,0,0,73.3553101,-32.8003484,234.7828,-37.98373,1.121,-1.121,0.0,0.0,0.08,-0.08,0.0,4.23,-3.56,0.0,10.254441539222652
TOI-2803 A b,b,TOI-2803 A,0.0337469876085505,0.0,89.0,18.114,0.287,1937.010890266492,4.3895350367166964e-14,209.99487744000004,3.091,1.12,6280.0,0.336,1.25,3.7,-0.105,494.818,1.99238,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,93.1147397,-23.4924956,230.37429,-18.65813,0.381,-0.359,0.0,0.0,0.02,-0.02,0.0,1.5,-1.3,0.0,7.532774095368845
TOI-4860 b,b,TOI-4860,0.0261961850149979,0.008,88.5,8.7,0.75,716.212287993896,42.5,584.0277777777777,1.231,0.34,3260.0,-1.83564714421556,0.36,4.5,0.27,80.1423,12.4503,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,Transit,2023,2023-10,0,0,0,0,183.563961,-13.1748411,289.14624,48.69912,0.4,-0.4,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,-1.0,148.35517745891767
NGTS-3 A b,b,NGTS-3 A,0.0217005897406132,0.0,89.56,16.589,0.31,1753.2252380411217,1000.56785700509,318.18120129494736,2.3,1.02,5600.0,-0.14400356447129,0.93,4.0,0.12,743.972,1.31535,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,Transit,2018,2018-08,0,0,0,0,94.4447595,-35.706364,243.01044,-21.83176,4.147,-4.147,0.0,0.0,0.23,-0.23,0.0,2.2,-1.9,0.0,9.516989071286758
TOI-5344 b,b,TOI-5344,0.0653503964398549,0.054,87.15,10.604,0.604,704.9160584689379,38.0,323.02446423441535,1.773,0.61,3747.0,-1.213,0.59,10.9,0.425,138.367,7.19927,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,Transit,2023,2023-10,0,0,0,0,63.2662165,20.9151568,173.63114,-21.53476,0.235,-0.235,0.0,0.0,0.01,-0.01,0.0,5.8,-5.8,0.0,34.40926630822251
HD 104067 b,b,HD 104067,0.9594338714608078,0.123,86.90317161570154,9.2,0.438,416.40828942184265,1.1744270715967736e-11,139.11900065746218,3.184,0.82,4952.0,-0.512558148833343,0.78,4.33,0.11,20.3632,49.0793,<a refstr=KANE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240317062K/abstract target=ref>Kane et al. 2024</a>,Radial Velocity,2009,2011-11,1,0,2,0,179.7923543,-20.3556058,286.65584,40.85838,0.27,-0.213,0.0,0.0,0.01,-0.01,0.0,3.99,-3.99,0.0,16.423486923683306
TOI-1135 b,b,TOI-1135,0.1378298972787279,0.0,89.97,9.341,0.41,1097.1512201857583,5.679770788335203e-13,65.9767720226843,4.339,1.16,5962.7,0.230959555748569,1.15,0.562,0.0,114.048,8.73936,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-02,0,0,0,0,193.3963704,85.1294952,122.87817,31.99853,0.42,-0.42,0.0,0.0,0.0511945,-0.05,0.0,0.438,-0.438,0.0,6.900094313951096
TOI-2818 b,b,TOI-2818,0.0694763844088699,0.0,87.73,15.278,0.34,1406.9322163637992,5.3657511901908897e-14,154.2846744662569,3.804,0.98,5721.0,0.164,1.23,9.5,-0.02,312.674,3.16952,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Transit,2023,2023-03,0,0,0,0,119.0598183,-35.1167104,251.03691,-3.39354,0.516,-0.504,0.0,0.0,0.03,-0.03,0.0,2.6,-2.8,0.0,10.518039822492824
TOI-2141 b,b,TOI-2141,0.3143354793397793,0.21,89.0,3.05,4.6,756.3086052495927,57.4643,9.686068304872968,4.9,0.94,5659.0,-0.05,0.98,6.4,-0.12,77.682,12.8442,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,Transit,2023,2023-11,0,0,0,0,258.7623456,18.3403449,39.73243,29.2349,0.23,-0.23,0.0,0.0,0.06,-0.06,0.0,1.8,-1.8,0.0,11.672943031448549
TOI-5238 b,b,TOI-5238,4.872171,0.0,86.90317161570154,5.22,0.916,1042.0,195.925,26.19031141868512,2.584,1.0,5631.0,-0.023,1.02,4.0,0.02,290.646,3.41174,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,Transit,2022,2022-11,0,0,0,0,223.3588909,68.859472,108.04149,44.57666,0.27,-0.213,0.0,0.0,0.05,-0.05,0.0,2.2,-1.9,0.0,10.0
BD-14 3065 b,b,BD-14 3065 A,0.0889049764170977,0.066,80.78,21.59,2.15,2043.6221791268904,9.759373289885265e-14,84.40526935264825,3.086,1.41,6935.0,1.06,2.35,2.24,-0.34,589.423,1.66848,<a refstr=_SCARON_UBJAK_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240312311S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,Transit,2024,2024-03,0,0,0,0,153.6696689,-15.6428372,256.57364,32.77156,1.05,-1.05,0.0,0.0,0.08,-0.08,0.0,0.26,-0.26,0.0,4.235963588685273
TOI-1669 b,b,TOI-1669,9.037906674570666,0.0,86.90317161570154,14.1,0.374,247.2571958728992,1.1744270715967736e-11,176.94019223923098,3.184,0.99,5497.0,-0.036,1.06,7.7,0.274,111.276,8.95781,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Radial Velocity,2023,2023-02,0,0,0,0,45.9564744,83.5874273,126.69567,21.70691,0.27,-0.213,0.0,0.0,0.02,-0.02,0.0,2.2,-2.1,0.0,10.254441539222652
HAT-P-64 b,b,HAT-P-64,0.0689014966416315,0.101,88.01,19.089,0.144,1806.774919310332,5.027924171011874e-14,120.356031510107,4.925,1.3,6457.0,0.668,1.74,2.88,-0.113,651.897,1.50537,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,Transit,2021,2021-07,0,0,0,0,68.9743955,2.4312732,193.55233,-28.45082,0.785,-0.785,0.0,0.0,0.04,-0.03,0.0,0.13,-0.13,0.0,5.189692421935083
HR 8799 b,b,HR 8799,2876.720100412194,0.0,30.27,13.0,5.0,52.56679606767272,1.3012257643175711e-11,75.7785067540193,3.184,1.5,7204.58,0.692,1.49338,0.06,-0.47,41.2441,24.2175,<a refstr=MAROIS_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...322.1348M/abstract target=ref> Marois et al. 2008 </a>,Imaging,2008,2008-11,1,0,0,2,346.8701486,21.1340376,92.7646,-35.57552,1.0,-1.0,0.0,0.0,0.0493412,-0.0509352,0.0,0.1,-0.03,0.0,3.628873693012116
NGTS-8 b,b,NGTS-8,0.0436100848400972,0.01,86.9,12.218,0.89,1365.4170006043648,503.0,155.43473969179507,2.61,0.89,5241.0,-0.209929150167075,0.98,12.48,0.24,428.976,2.30266,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Transit,2019,2020-01,0,0,0,0,328.9759206,-14.0684399,41.59543,-47.14354,0.336,-0.336,0.0,0.0,0.02,-0.02,0.0,3.23,-3.68,0.0,13.382121954378992
TOI-1669 c,c,TOI-1669,0.0460409247956668,0.0,86.90317161570154,2.296,6.0,1437.0003623542989,415.617,4.691719473122105,1.9284255,0.99,5497.0,-0.036,1.06,7.7,0.274,111.276,8.95781,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2024,2024-06,0,0,0,0,45.9564744,83.5874273,126.69567,21.70691,0.102,-0.09,0.0,0.0,0.02,-0.02,0.0,2.2,-2.1,0.0,10.254441539222652
NGTS-10 b,b,NGTS-10,0.0128420662060046,0.0,86.90317161570154,13.507,1.43,1584.5683001695124,1.1744270715967736e-11,372.3245897959184,1.091,0.7,4600.0,-0.756733696493516,0.7,10.4,-0.02,324.698650358327,3.07977873913683,<a refstr=MCCORMAC_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..126M/abstract target=ref>McCormac et al. 2020</a>,Transit,2020,2020-03,0,0,0,0,91.8722801,-25.5948963,232.0045,-20.48518,1.311,-0.93,0.0,0.0,0.04,-0.04,0.0,2.5,-2.5,0.0,24.3924205986611
TOI-3629 b,b,TOI-3629,0.0705849769131139,0.05,89.1,8.295,0.8,711.7451114689865,39.0,191.13062500000004,2.2,0.63,3870.0,-1.1249387366083,0.6,7.0,0.4,130.091,7.65818,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,Transit,2022,2022-01,0,0,0,0,359.7933851,39.3142556,112.0229,-22.44783,0.224,-0.224,0.0,0.0,0.02,-0.01,0.0,2.0,-2.0,0.0,31.743048039743616
